,Time,Hor_eye,Ver_eye
551,75319.6900573,75319.6958342,75319.7016118
552,75319.7073887,75319.7131705,75319.7189481
553,75319.7247251,75319.7305014,75319.7362838
554,75319.7420608,75319.7478377,75319.7536153
555,75319.7593922,75319.765174,75319.7709516
556,75319.7767285,75319.7825055,75319.7882879
557,75319.7940649,75319.7998418,75319.8056194
558,75319.8113963,75319.8171781,75319.8229551
559,75319.828732,75319.8345089,75319.8402914
560,75319.8460683,75319.8518453,75319.8576228
561,75319.8633998,75319.8691816,75319.8749592
562,75319.8807361,75319.8865131,75319.8922955
563,75319.8980724,75319.9038494,75319.909627
564,75319.9154082,75319.9211851,75319.9269627
565,75319.9327396,75319.9385165,75319.944299
566,75319.9500759,75319.9558529,75319.9616304
567,75319.9674123,75319.9731892,75319.9789668
568,75319.9847437,75319.9905206,75319.9963025
569,75320.00208,75320.0078563,75320.0136339
570,75320.0194157,75320.0251927,75320.0309696
571,75320.0367472,75320.0425241,75320.0483059
572,75320.0540835,75320.0598605,75320.0656374
573,75320.0714198,75320.0771968,75320.0829737
574,75320.0887513,75320.0945331,75320.1003094
575,75320.106087,75320.1118639,75320.1176409
576,75320.1234233,75320.1292003,75320.1349772
577,75320.1407548,75320.1465366,75320.1523135
578,75320.1580911,75320.163868,75320.169645
579,75320.1754274,75320.1812044,75320.1869813
580,75320.1927582,75320.1985401,75320.204317
581,75320.2100946,75320.2158715,75320.2216485
582,75320.2274309,75320.2332078,75320.2389848
583,75320.2447624,75320.2505442,75320.2563211
584,75320.2620987,75320.2678756,75320.2736574
585,75320.279435,75320.2852113,75320.2909883
586,75320.2967658,75320.3025477,75320.3083246
587,75320.3141022,75320.3198791,75320.3256609
588,75320.3314379,75320.3372154,75320.3429924
589,75320.3487699,75320.3545518,75320.3603287
590,75320.3661063,75320.3718832,75320.3776644
591,75320.3834413,75320.3892189,75320.3949959
592,75320.4007728,75320.4065552,75320.4123322
593,75320.4181091,75320.4238867,75320.4296685
594,75320.4354455,75320.441223,75320.447
595,75320.4527818,75320.4585593,75320.4643363
596,75320.4701126,75320.4758902,75320.481672
597,75320.4874489,75320.4932265,75320.4990034
598,75320.5047853,75320.5105628,75320.5163398
599,75320.5221167,75320.5278943,75320.5336761
600,75320.539453,75320.5452306,75320.5510075
601,75320.5567894,75320.5625663,75320.5683432
602,75320.5741202,75320.5798978,75320.5856796
603,75320.5914565,75320.5972341,75320.603011
604,75320.6087928,75320.6145704,75320.6203474
605,75320.6261243,75320.6319067,75320.6376837
606,75320.6434606,75320.6492382,75320.6550145
607,75320.6607963,75320.6665739,75320.6723508
608,75320.6781278,75320.6839102,75320.6896872
609,75320.6954641,75320.701241,75320.7070186
610,75320.7128004,75320.718578,75320.7243549
